station #,packets_transmitted,collisions,collision_prob
947,208,36,0.17307692307692307
948,330,74,0.22424242424242424
949,324,74,0.22839506172839505
950,168,48,0.2857142857142857
951,121,25,0.2066115702479339
952,411,99,0.24087591240875914
953,259,72,0.277992277992278
954,308,72,0.23376623376623376
955,221,50,0.22624434389140272
956,188,41,0.21808510638297873
957,124,30,0.24193548387096775
958,136,35,0.25735294117647056
959,171,30,0.17543859649122806
960,224,46,0.20535714285714285
961,258,55,0.2131782945736434
962,125,22,0.176
963,355,89,0.2507042253521127
964,208,40,0.19230769230769232
965,241,48,0.1991701244813278
966,139,29,0.20863309352517986
967,108,21,0.19444444444444445
968,104,16,0.15384615384615385
969,229,62,0.27074235807860264
970,222,52,0.23423423423423423
971,188,43,0.22872340425531915
972,283,67,0.23674911660777384
973,325,81,0.24923076923076923
974,274,62,0.22627737226277372
975,234,50,0.21367521367521367
976,151,29,0.19205298013245034
977,164,42,0.25609756097560976
978,96,26,0.2708333333333333
979,120,30,0.25
980,372,87,0.23387096774193547
981,153,21,0.13725490196078433
982,172,37,0.21511627906976744
983,265,48,0.1811320754716981
984,135,35,0.25925925925925924
985,93,22,0.23655913978494625
986,76,27,0.35526315789473684
987,128,21,0.1640625
988,201,41,0.20398009950248755
989,317,91,0.2870662460567823
990,105,32,0.3047619047619048
991,424,98,0.23113207547169812
992,216,48,0.2222222222222222
993,249,52,0.20883534136546184
994,366,80,0.2185792349726776
995,206,51,0.24757281553398058
996,109,26,0.23853211009174313
997,114,17,0.14912280701754385
998,297,62,0.20875420875420875
999,169,50,0.2958579881656805
